paper_title,author_links,author_stats
Analyzing and Improving Generative Adversarial Training for Generative Modeling and Out-of-Distribution Detection,"['https://www.semanticscholar.org/author/Xuwang-Yin/8135633', 'https://www.semanticscholar.org/author/G.-Rohde/144703687', 'https://www.semanticscholar.org/author/Shiying-Li/1491648196']","[{'Publications': '23', 'h-index': '9', 'Citations': '805', 'Highly Influential Citations': '61'}, {'Publications': '148', 'h-index': '31', 'Citations': '4,007', 'Highly Influential Citations': '225'}, {'Publications': '8', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '1'}]"
Contrastive Learning of Medical Visual Representations from Paired Images and Text,"['https://www.semanticscholar.org/author/Hang-Jiang/48579520', 'https://www.semanticscholar.org/author/Yuhao-Zhang/49889487', 'https://www.semanticscholar.org/author/C.-Langlotz/2356307', 'https://www.semanticscholar.org/author/Christopher-D.-Manning/144783904', 'https://www.semanticscholar.org/author/Y.-Miura/2965600']","[{'Publications': '24', 'h-index': '4', 'Citations': '78', 'Highly Influential Citations': '3'}, {'Publications': '24', 'h-index': '13', 'Citations': '1,297', 'Highly Influential Citations': '235'}, {'Publications': '190', 'h-index': '46', 'Citations': '8,433', 'Highly Influential Citations': '529'}, {'Publications': '478', 'h-index': '126', 'Citations': '121,620', 'Highly Influential Citations': '14,411'}, {'Publications': '47', 'h-index': '13', 'Citations': '543', 'Highly Influential Citations': '42'}]"
Learning Online Data Association,"['https://www.semanticscholar.org/author/L.-Kaelbling/1709512', 'https://www.semanticscholar.org/author/Yilun-Du/15394275', 'https://www.semanticscholar.org/author/Tomas-Lozano-Perez/1388700951', 'https://www.semanticscholar.org/author/J.-Tenenbaum/1763295']","[{'Publications': '370', 'h-index': '59', 'Citations': '26,899', 'Highly Influential Citations': '1,831'}, {'Publications': '36', 'h-index': '8', 'Citations': '262', 'Highly Influential Citations': '31'}, {'Publications': '210', 'h-index': '55', 'Citations': '21,250', 'Highly Influential Citations': '1,078'}, {'Publications': '688', 'h-index': '99', 'Citations': '54,135', 'Highly Influential Citations': '4,402'}]"
Wiring Up Vision: Minimizing Supervised Synaptic Updates Needed to Produce a Primate Ventral Stream,"['https://www.semanticscholar.org/author/Martin-Schrimpf/8551292', 'https://www.semanticscholar.org/author/Tiago-Marques/39035833', 'https://www.semanticscholar.org/author/Franziska-Geiger/2064917905', 'https://www.semanticscholar.org/author/J.-DiCarlo/1865831']","[{'Publications': '27', 'h-index': '11', 'Citations': '553', 'Highly Influential Citations': '52'}, {'Publications': '10', 'h-index': '4', 'Citations': '128', 'Highly Influential Citations': '9'}, {'Publications': '2', 'h-index': '1', 'Citations': '20', 'Highly Influential Citations': '2'}, {'Publications': '142', 'h-index': '50', 'Citations': '11,711', 'Highly Influential Citations': '717'}]"
"Whitening and second order optimization both destroy information about the dataset, and can make generalization impossible","['https://www.semanticscholar.org/author/Neha-S.-Wadia/65753724', 'https://www.semanticscholar.org/author/Ethan-Dyer/52136425', 'https://www.semanticscholar.org/author/S.-Schoenholz/2601641', 'https://www.semanticscholar.org/author/Daniel-Duckworth/40620532', 'https://www.semanticscholar.org/author/J.-Sohl-Dickstein/1407546424']","[{'Publications': '6', 'h-index': '3', 'Citations': '39', 'Highly Influential Citations': '1'}, {'Publications': '40', 'h-index': '17', 'Citations': '781', 'Highly Influential Citations': '46'}, {'Publications': '79', 'h-index': '27', 'Citations': '5,345', 'Highly Influential Citations': '642'}, {'Publications': '27', 'h-index': '8', 'Citations': '460', 'Highly Influential Citations': '43'}, {'Publications': '106', 'h-index': '38', 'Citations': '7,739', 'Highly Influential Citations': '1,067'}]"
Unsupervised Active Pre-Training for Reinforcement Learning,"['https://www.semanticscholar.org/author/Liu-Hao/2088907016', 'https://www.semanticscholar.org/author/Abbeel-Pieter/2088868692']","[{'Publications': '5', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Non-Attentive Tacotron: Robust and controllable neural TTS synthesis including unsupervised duration modeling,"['https://www.semanticscholar.org/author/Yonghui-Wu/48607963', 'https://www.semanticscholar.org/author/Ye-Jia/1691944', 'https://www.semanticscholar.org/author/Jonathan-Shen/143724108']","[{'Publications': '65', 'h-index': '36', 'Citations': '11,359', 'Highly Influential Citations': '1,335'}, {'Publications': '19', 'h-index': '13', 'Citations': '1,368', 'Highly Influential Citations': '211'}, {'Publications': '12', 'h-index': '7', 'Citations': '1,473', 'Highly Influential Citations': '285'}]"
Aspect-based Sentiment Classification via Reinforcement Learning,"['https://www.semanticscholar.org/author/Guodong-Zhou/143740945', 'https://www.semanticscholar.org/author/Jingjing-Wang/2109838714', 'https://www.semanticscholar.org/author/Changlong-Sun/2060934']","[{'Publications': '318', 'h-index': '40', 'Citations': '7,153', 'Highly Influential Citations': '552'}, {'Publications': '29', 'h-index': '7', 'Citations': '146', 'Highly Influential Citations': '7'}, {'Publications': '38', 'h-index': '6', 'Citations': '133', 'Highly Influential Citations': '11'}]"
Fuzzy c-Means Clustering for Persistence Diagrams,"['https://www.semanticscholar.org/author/Thomas-O.-M.-Davies/1736746891', 'https://www.semanticscholar.org/author/Long-Tran-Thanh/1389575160', 'https://www.semanticscholar.org/author/B.-Wilder/38105796', 'https://www.semanticscholar.org/author/Jack-Aspinall/1584852334']","[{'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '97', 'h-index': '17', 'Citations': '1,370', 'Highly Influential Citations': '88'}, {'Publications': '76', 'h-index': '18', 'Citations': '1,120', 'Highly Influential Citations': '80'}, {'Publications': '4', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}]"
Response Modeling of Hyper-Parameters for Deep Convolutional Neural Networks,"['https://www.semanticscholar.org/author/M.-Manikandan/2014835', 'https://www.semanticscholar.org/author/D.-Saranyaraj/9363532', 'https://www.semanticscholar.org/author/S.-Maheswari/144826697']","[{'Publications': '39', 'h-index': '4', 'Citations': '69', 'Highly Influential Citations': '0'}, {'Publications': '6', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '0'}, {'Publications': '11', 'h-index': '4', 'Citations': '29', 'Highly Influential Citations': '1'}]"
Coordinated Multi-Agent Exploration Using Shared Goals,"['https://www.semanticscholar.org/author/Jianhao-Wang/2110364952', 'https://www.semanticscholar.org/author/Tonghan-Wang/2620321', 'https://www.semanticscholar.org/author/Yi-Wu/31613801', 'https://www.semanticscholar.org/author/Chongjie-Zhang/2111387140']","[{'Publications': '10', 'h-index': '4', 'Citations': '73', 'Highly Influential Citations': '15'}, {'Publications': '8', 'h-index': '5', 'Citations': '86', 'Highly Influential Citations': '14'}, {'Publications': '24', 'h-index': '13', 'Citations': '2,338', 'Highly Influential Citations': '419'}, {'Publications': '55', 'h-index': '15', 'Citations': '790', 'Highly Influential Citations': '72'}]"
Do Deeper Convolutional Networks Perform Better?,"['https://www.semanticscholar.org/author/Adityanarayanan-Radhakrishnan/12228138', 'https://www.semanticscholar.org/author/Caroline-Uhler/3338091', 'https://www.semanticscholar.org/author/Eshaan-Nichani/19209293']","[{'Publications': '21', 'h-index': '7', 'Citations': '99', 'Highly Influential Citations': '6'}, {'Publications': '103', 'h-index': '22', 'Citations': '2,146', 'Highly Influential Citations': '133'}, {'Publications': '6', 'h-index': '2', 'Citations': '28', 'Highly Influential Citations': '2'}]"
SSW-GAN: Scalable Stage-wise Training of Video GANs,[],[]
Scheduled Restart Momentum for Accelerated Stochastic Gradient Descent,"['https://www.semanticscholar.org/author/Richard-Baraniuk/144908066', 'https://www.semanticscholar.org/author/S.-Osher/1782265', 'https://www.semanticscholar.org/author/B.-Wang/70994653', 'https://www.semanticscholar.org/author/A.-Bertozzi/144722242', 'https://www.semanticscholar.org/author/Tan-Nguyen/150322732']","[{'Publications': '689', 'h-index': '93', 'Citations': '40,036', 'Highly Influential Citations': '2,780'}, {'Publications': '534', 'h-index': '109', 'Citations': '83,907', 'Highly Influential Citations': '5,431'}, {'Publications': '71', 'h-index': '6', 'Citations': '221', 'Highly Influential Citations': '3'}, {'Publications': '419', 'h-index': '65', 'Citations': '15,232', 'Highly Influential Citations': '902'}, {'Publications': '16', 'h-index': '7', 'Citations': '186', 'Highly Influential Citations': '14'}]"
Neurosymbolic Deep Generative Models for Sequence Data with Relational Constraints,[],[]
Certified robustness against physically-realizable patch attack via randomized cropping,"['https://www.semanticscholar.org/author/Qiming-Wu/2108707655', 'https://www.semanticscholar.org/author/Ang-Li/145476833', 'https://www.semanticscholar.org/author/Xiaoqing-Ye/1845887158', 'https://www.semanticscholar.org/author/Pan-Zhou/145232778', 'https://www.semanticscholar.org/author/Zhikang-Zou/13380914']","[{'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '32', 'h-index': '13', 'Citations': '946', 'Highly Influential Citations': '109'}, {'Publications': '5', 'h-index': '3', 'Citations': '20', 'Highly Influential Citations': '5'}, {'Publications': '36', 'h-index': '6', 'Citations': '275', 'Highly Influential Citations': '22'}, {'Publications': '11', 'h-index': '5', 'Citations': '95', 'Highly Influential Citations': '5'}]"
Benchmarking Bias Mitigation Algorithms in Representation Learning through Fairness Metrics,['https://www.semanticscholar.org/author/Guanqun-Yang/153023676'],"[{'Publications': '5', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}]"
Assisting the Adversary to Improve GAN Training,"['https://www.semanticscholar.org/author/Frank-D.-Wood/2347189', 'https://www.semanticscholar.org/author/William-Harvey/152538833', 'https://www.semanticscholar.org/author/Andreas-Munk/38269418']","[{'Publications': '84', 'h-index': '23', 'Citations': '2,103', 'Highly Influential Citations': '180'}, {'Publications': '10', 'h-index': '3', 'Citations': '23', 'Highly Influential Citations': '1'}, {'Publications': '13', 'h-index': '5', 'Citations': '81', 'Highly Influential Citations': '5'}]"
Cortico-cerebellar networks as decoupled neural interfaces,"['https://www.semanticscholar.org/author/K.-Kavukcuoglu/2645384', 'https://www.semanticscholar.org/author/Wojciech-Czarnecki/144792148', 'https://www.semanticscholar.org/author/Max-Jaderberg/3093886']","[{'Publications': '90', 'h-index': '62', 'Citations': '75,987', 'Highly Influential Citations': '9,564'}, {'Publications': '77', 'h-index': '29', 'Citations': '4,734', 'Highly Influential Citations': '471'}, {'Publications': '30', 'h-index': '24', 'Citations': '10,814', 'Highly Influential Citations': '1,233'}]"
Score-based Causal Discovery from Heterogeneous Data,"['https://www.semanticscholar.org/author/B.-Sch%C3%B6lkopf/1707625', 'https://www.semanticscholar.org/author/Biwei-Huang/1938684', 'https://www.semanticscholar.org/author/K.-Zhang/143972712']","[{'Publications': '1,011', 'h-index': '137', 'Citations': '116,497', 'Highly Influential Citations': '11,305'}, {'Publications': '29', 'h-index': '10', 'Citations': '270', 'Highly Influential Citations': '22'}, {'Publications': '255', 'h-index': '37', 'Citations': '8,992', 'Highly Influential Citations': '536'}]"
Efficiently Troubleshooting Image Segmentation Models with Human-In-The-Loop,['https://www.semanticscholar.org/author/O.-Razeghi/3062864'],"[{'Publications': '44', 'h-index': '9', 'Citations': '217', 'Highly Influential Citations': '12'}]"
Energy-based View of Retrosynthesis,"['https://www.semanticscholar.org/author/Ruoxi-Sun/2015991', 'https://www.semanticscholar.org/author/H.-Dai/2791430', 'https://www.semanticscholar.org/author/Bo-Dai/144445933', 'https://www.semanticscholar.org/author/S.-Kearnes/3157072', 'https://www.semanticscholar.org/author/L.-Li/103314098']","[{'Publications': '13', 'h-index': '6', 'Citations': '89', 'Highly Influential Citations': '2'}, {'Publications': '59', 'h-index': '22', 'Citations': '3,022', 'Highly Influential Citations': '452'}, {'Publications': '66', 'h-index': '22', 'Citations': '1,983', 'Highly Influential Citations': '253'}, {'Publications': '24', 'h-index': '10', 'Citations': '1,630', 'Highly Influential Citations': '91'}, {'Publications': '89', 'h-index': '9', 'Citations': '365', 'Highly Influential Citations': '4'}]"
Benefits of Assistance over Reward Learning,"['https://www.semanticscholar.org/author/Pedro-Freire/2056901578', 'https://www.semanticscholar.org/author/Rohin-Shah/40947489', 'https://www.semanticscholar.org/author/Lawrence-Chan/2072836382', 'https://www.semanticscholar.org/author/Michael-Dennis/95358337', 'https://www.semanticscholar.org/author/Rachel-Freedman/50632861', 'https://www.semanticscholar.org/author/Dmitrii-Krasheninnikov/52510051', 'https://www.semanticscholar.org/author/Stuart-J.-Russell/145107462', 'https://www.semanticscholar.org/author/A.-Dragan/2745001', 'https://www.semanticscholar.org/author/P.-Abbeel/1689992']","[{'Publications': '2', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '19', 'h-index': '6', 'Citations': '195', 'Highly Influential Citations': '12'}, {'Publications': '5', 'h-index': '2', 'Citations': '17', 'Highly Influential Citations': '0'}, {'Publications': '8', 'h-index': '3', 'Citations': '99', 'Highly Influential Citations': '7'}, {'Publications': '3', 'h-index': '2', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '4', 'h-index': '2', 'Citations': '25', 'Highly Influential Citations': '1'}, {'Publications': '259', 'h-index': '65', 'Citations': '54,401', 'Highly Influential Citations': '4,038'}, {'Publications': '143', 'h-index': '40', 'Citations': '5,248', 'Highly Influential Citations': '381'}, {'Publications': '484', 'h-index': '112', 'Citations': '54,715', 'Highly Influential Citations': '6,829'}]"
Learning Algebraic Representation for Abstract Spatial-Temporal Reasoning,"['https://www.semanticscholar.org/author/Congcong-Zhu/49406142', 'https://www.semanticscholar.org/author/Zongyong-Deng/90812044', 'https://www.semanticscholar.org/author/Xuehong-Sun/2116529936', 'https://www.semanticscholar.org/author/Hao-Liu/1864102460', 'https://www.semanticscholar.org/author/Hongyu-Zhu/153056810']","[{'Publications': '10', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '5', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '0'}, {'Publications': '7', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '2'}, {'Publications': '31', 'h-index': '5', 'Citations': '106', 'Highly Influential Citations': '1'}, {'Publications': '13', 'h-index': '3', 'Citations': '264', 'Highly Influential Citations': '31'}]"
