author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Hung Le,"[[8, 6, 3], [6, 1, 6], [3, 3, 3, 3]]",2,1,3,m,1,1,0,0,f
Svetha Venkatesh,"[[8, 6, 3]]",1,0,1,f,1,0,1,0,f
Yeming Wen,"[[6, 3, 6], [1, 6, 6]]",1,1,2,m,1,1,0,0,m
Andreas Madsen,"[[6, 8, 6, 3]]",1,0,1,m,0,1,0,1,m
Alexander Rosenberg Johansen,"[[6, 8, 6, 3]]",1,0,1,m,0,0,1,1,m
Chongxuan Li,"[[6, 6, 6], [6, 3, 3]]",1,1,2,m,1,1,0,0,m
Bo Zhang,"[[6, 6, 6], [6, 6, 3], [6, 1], [3, 3, 3, 3], [3, 3, 6], [6, 3, 3], [6, 1, 6]]",1,6,7,m,1,0,1,0,m
Fangchen Liu,"[[6, 3, 8]]",1,0,1,f,0,1,0,0,m
Dongsheng An,"[[3, 3, 8]]",1,0,1,m,0,1,0,1,m
Xianfeng Gu,"[[3, 3, 8]]",1,0,1,m,0,0,1,1,m
Fabien Baradel,"[[6, 6, 6], [6, 6, 6]]",1,1,2,m,0,1,0,1,m
Christian Wolf,"[[6, 6, 6], [6, 3, 6]]",1,1,2,m,0,0,1,1,m
Francesco Locatello,"[[1, 6, 6]]",1,0,1,m,1,1,0,0,m
Olivier Bachem,"[[1, 6, 6], [8, 3, 6]]",1,1,2,m,1,0,1,1,m
Sayna Ebrahimi,"[[6, 6, 8]]",1,0,1,f,1,1,0,0,m
Marcus Rohrbach,"[[6, 6, 8], [6, 8, 6], [3, 6, 6]]",2,1,3,m,1,0,1,0,m
Ahmed H. Qureshi,"[[6, 6, 6]]",1,0,1,m,0,1,0,0,m
Michael C. Yip,"[[6, 6, 6]]",1,0,1,m,0,0,1,0,m
Brendan O'Donoghue,"[[6, 8, 6]]",1,0,1,m,1,1,0,0,m
Catalin Ionescu,"[[6, 8, 6]]",1,0,1,m,0,0,1,0,m
Pablo Barceló,"[[8, 8, 8]]",1,0,1,m,0,1,0,0,m
Juan Pablo Silva,"[[8, 8, 8]]",1,0,1,m,0,0,1,1,m
Massimo Caccia,"[[6, 8], [3, 3, 6, 3, 6]]",1,1,2,m,1,1,0,1,m
Laurent Charlin,"[[6, 8]]",1,0,1,m,1,0,1,0,m
Johannes Klicpera,"[[8, 8, 6]]",1,0,1,m,1,1,0,0,m
Stephan Günnemann,"[[8, 8, 6], [8, 6, 8], [6, 6, 6]]",3,0,3,m,1,0,1,0,m
Shahbaz Rezaei,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,f
Xin Liu,"[[6, 6, 6], [6, 3, 3, 3]]",1,1,2,f,1,1,1,1,f
Niv Giladi,"[[6, 8, 8], [1, 3, 1], [3, 3, 6]]",1,2,3,m,0,1,0,0,m
Daniel Soudry,"[[6, 8, 8], [8, 6, 6], [6, 8, 3], [3, 3, 6], [6, 3, 3]]",2,3,5,m,1,0,1,0,m
Casey Chu,"[[8, 6, 1]]",1,0,1,m,1,1,0,1,m
Kenji Fukumizu,"[[8, 6, 1]]",1,0,1,m,1,0,1,0,m
Sebastian East,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Mark Cannon,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Xingyou Song,"[[6, 8, 8], [8, 8, 1, 6], [6, 6, 8], [3, 3, 6]]",3,1,4,m,1,1,0,1,m
Behnam Neyshabur,"[[6, 8, 8], [8, 6, 6]]",2,0,2,m,1,0,1,0,m
Colin Wei,"[[3, 8, 8, 6]]",1,0,1,m,1,1,0,0,m
Tengyu Ma,"[[3, 8, 8, 6], [6, 6, 6], [6, 3, 3]]",2,1,3,m,1,0,1,0,m
Siddharth Reddy,"[[6, 6, 8]]",1,0,1,m,1,1,0,0,m
Michael Tsang,"[[6, 6, 6]]",1,0,1,m,0,1,0,0,f
Yan Liu,"[[6, 6, 6], [6, 8, 8]]",2,0,2,f,1,0,1,0,f
Will Grathwohl,"[[6, 8, 8], [6, 6, 6]]",2,0,2,m,0,1,0,0,m
Kevin Swersky,"[[6, 8, 8], [6, 8, 3], [3, 3, 1], [1, 1, 6]]",2,2,4,m,1,0,1,0,m
Alejandro Molina,"[[6, 6, 8]]",1,0,1,m,0,1,0,1,m
Kristian Kersting,"[[6, 6, 8], [6, 6, 6], [3, 3, 3]]",2,1,3,m,0,0,1,1,m
Fabian Latorre,"[[8, 6, 6]]",1,0,1,m,0,1,0,1,m
Volkan Cevher,"[[8, 6, 6], [3, 3, 3, 3], [3, 3, 3, 6]]",1,2,3,m,1,0,1,0,m
Jacob Beck,"[[6, 8, 6]]",1,0,1,m,0,1,0,0,f
Katja Hofmann,"[[6, 8, 6], [6, 8, 1, 8]]",2,0,2,f,0,0,1,0,f
Amir Hosein Khasahmadi,"[[6, 6, 6, 6]]",1,0,1,m,1,1,0,1,m
Quaid Morris,"[[6, 6, 6, 6]]",1,0,1,m,0,0,1,1,m
Shunshi Zhang,"[[6, 6, 6], [1, 6, 6]]",1,1,2,m,0,1,0,1,m
Bradly C. Stadie,"[[6, 6, 6], [1, 1, 3]]",1,1,2,m,0,1,1,0,m
Kimin Lee,"[[6, 3, 8], [3, 1, 6]]",1,1,2,m,1,1,0,0,m
Honglak Lee,"[[6, 3, 8], [6, 6, 8], [6, 6, 6], [6, 1, 3], [3, 3, 3], [1, 3, 3]]",3,3,6,m,1,0,1,0,m
Michael Tschannen,"[[6, 8, 8], [8, 3, 6]]",1,1,2,m,1,1,0,0,m
Mario Lucic,"[[6, 8, 8], [8, 3, 6]]",1,1,2,m,1,0,1,0,m
Vikranth Dwaracherla,"[[6, 8, 3]]",1,0,1,m,0,1,0,1,m
Benjamin Van Roy,"[[6, 8, 3], [8, 6, 3]]",2,0,2,m,0,0,1,1,m
Hanqing Zeng,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Viktor Prasanna,"[[6, 6, 6]]",1,0,1,m,1,0,1,1,m
Ziwei Ji,"[[6, 8, 8], [6, 8]]",2,0,2,m,1,1,0,0,m
Matus Telgarsky,"[[6, 8, 8], [6, 8]]",2,0,2,m,1,0,1,0,m
Karthikeyan K,"[[3, 6, 6]]",1,0,1,m,0,1,0,1,m
Dan Roth,"[[3, 6, 6]]",1,0,1,m,1,0,1,1,m
Łukasz Kaiser,"[[6, 8, 6], [3, 6, 1]]",1,1,2,m,0,1,0,1,m
Henryk Michalewski,"[[6, 8, 6], [6, 3, 3]]",1,1,2,m,1,0,1,1,m
Fan-Yun Sun,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Jian Tang,"[[6, 6, 6], [6, 6, 6], [3, 3, 3], [6, 6, 3], [8, 1, 3], [3, 3, 3], [3, 3, 6]]",2,5,7,m,1,0,1,0,m
Zhichao Huang,"[[6, 8, 6]]",1,0,1,m,1,1,0,1,m
Tong Zhang,"[[6, 8, 6], [6, 6, 6], [3, 3, 3], [3, 3, 1], [3, 3, 1]]",2,3,5,m,1,0,1,0,m
Muhan Zhang,"[[6, 8, 6]]",1,0,1,m,1,1,0,1,m
Yixin Chen,"[[6, 8, 6]]",1,0,1,m,0,0,1,1,m
Pedro Tabacof,"[[6, 8, 6, 3]]",1,0,1,m,0,1,0,1,m
Luca Costabello,"[[6, 8, 6, 3]]",1,0,1,m,0,0,1,1,m
Oleksandr Shchur,"[[8, 6, 8]]",1,0,1,m,0,1,0,0,m
Jinyuan Jia,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Neil Zhenqiang Gong,"[[6, 6, 6]]",1,0,1,m,1,0,1,1,m
Wei Hu,"[[6, 6, 8], [6, 8, 3], [3, 6, 6]]",2,1,3,m,1,1,0,0,m
Dingli Yu,"[[6, 6, 8], [8, 6, 8], [3, 6, 6]]",2,1,3,m,0,1,1,1,m
Yuexiang Zhai,"[[8, 6], [8, 8, 8]]",2,0,2,m,1,1,0,1,m
Yi Ma,"[[8, 6]]",1,0,1,m,1,0,1,1,m
Atsuhiro Noguchi,"[[6, 3, 6]]",1,0,1,u,0,1,0,1,m
Tatsuya Harada,"[[6, 3, 6], [1, 3, 6], [3, 1, 3], [1, 3, 1], [1, 3, 1]]",1,4,5,m,1,0,1,0,m
Ioana Bica,"[[6, 6, 8], [1, 3, 3]]",1,1,2,f,1,1,0,1,m
Tingwu Wang,"[[8, 6, 6], [1, 6, 6]]",1,1,2,m,0,1,0,0,m
Jiayi Wei,"[[6, 8, 8]]",1,0,1,m,0,1,0,1,f
Isil Dillig,"[[6, 8, 8]]",1,0,1,f,1,0,1,1,f
Yichi Zhang,"[[6, 6, 6], [1, 3, 8]]",1,1,2,m,0,1,0,0,m
Zhiru Zhang,"[[6, 6, 6], [6, 8, 8]]",2,0,2,m,0,0,1,1,m
Rong Ye,"[[8, 3, 8]]",1,0,1,u,0,1,0,1,m
Lei Li,"[[8, 3, 8], [6, 6, 3], [3, 3, 6], [3, 1, 6], [6, 3, 1]]",1,4,5,m,1,0,1,1,m
Nimrod Segol,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Yaron Lipman,"[[6, 6, 6]]",1,0,1,m,1,0,1,0,m
Baoxiang Wang,"[[6, 6, 6]]",1,0,1,m,0,1,0,0,m
Siu On Chan,"[[6, 6, 6]]",1,0,1,m,1,0,1,1,m
Augustus Odena,"[[6, 6, 1], [6, 6, 8], [3, 6, 6], [3, 3, 1]]",2,2,4,m,1,1,1,0,m
Charles Sutton,"[[6, 6, 1], [6, 6, 6], [6, 6, 3], [1, 1, 1], [3, 3, 8]]",3,2,5,m,1,0,1,0,m
Hae Beom Lee,"[[8, 8, 8], [8, 3, 6], [6, 3, 6, 3]]",2,1,3,m,1,1,0,0,m
Sung Ju Hwang,"[[8, 8, 8], [8, 3, 6], [1, 6, 8], [6, 6, 6], [6, 3, 6, 3], [3, 3, 3, 1], [1, 3, 3], [1, 3, 3]]",4,4,8,m,1,0,1,0,m
David Balduzzi,"[[8, 8], [6, 6], [1, 6, 3, 6]]",1,2,3,m,1,1,0,0,m
Thore Graepel,"[[8, 8], [8, 8, 8], [1, 6, 3, 6]]",2,1,3,m,1,0,1,0,m
Ted Xiao,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Alexander Herzog,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Aviv Gabbay,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Yedid Hoshen,"[[6, 6, 6], [6, 8, 8]]",2,0,2,m,1,0,1,0,m
Chen-Yu Hsu,"[[6, 3, 8]]",1,0,1,m,0,1,0,0,m
Tommi Jaakkola,"[[6, 3, 8], [3, 6, 6], [3, 3, 6], [6, 3, 6]]",1,3,4,m,0,0,1,0,m
Eric Mitchell,"[[6, 3, 6], [3, 3, 3, 6], [3, 3, 3]]",1,2,3,m,1,1,0,1,m
Daniel D Lee,"[[6, 3, 6]]",1,0,1,m,0,0,1,1,m
Benjamin James Lansdell,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Konrad Paul Kording,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Tribhuvanesh Orekondy,"[[8, 3, 6]]",1,0,1,m,0,1,0,1,m
Mario Fritz,"[[8, 3, 6], [3, 3, 6], [6, 6, 1]]",1,2,3,m,1,0,1,0,m
Yi Lin Sung,"[[6, 3, 6]]",1,0,1,m,0,1,0,1,m
Chun-Shien Lu,"[[6, 3, 6]]",1,0,1,m,1,0,1,0,m
Angela Fan,"[[8, 6, 6], [6, 6, 3]]",1,1,2,f,1,1,0,0,m
Armand Joulin,"[[8, 6, 6], [6, 8, 6, 8], [3, 6, 6], [1, 3, 6, 3], [3, 1, 3]]",2,3,5,m,1,0,1,0,m
Zuyue Fu,"[[8, 6, 6], [6, 1]]",1,1,2,m,1,1,0,0,m
Zhaoran Wang,"[[8, 6, 6], [6, 6, 6], [8, 6, 3], [6, 1], [8, 3, 3], [3, 3, 3]]",3,3,6,m,1,0,1,0,m
Pawel Korus,"[[6, 6, 6], [3, 1, 3]]",1,1,2,m,0,1,0,1,m
Nasir Memon,"[[6, 6, 6], [3, 1, 3]]",1,1,2,m,0,0,1,1,m
Tianshu Chu,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Sachin Katti,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Yihe Dong,"[[6, 3, 6]]",1,0,1,m,0,1,0,1,m
Tal Wagner,"[[6, 3, 6]]",1,0,1,m,1,0,1,1,m
Minshuo Chen,"[[6, 6, 6]]",1,0,1,m,1,1,0,0,m
Kaicheng Yu,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Mathieu Salzmann,"[[6, 6, 6], [6, 3, 8], [3, 8, 3], [6, 3, 3], [6, 3], [3, 1, 1]]",2,4,6,m,1,0,1,0,m
George Stamatescu,"[[6, 3, 6]]",1,0,1,m,0,1,0,1,m
Langford White,"[[6, 3, 6]]",1,0,1,m,0,0,1,1,m
Qian Long*,"[[6, 6, 8]]",1,0,1,f,0,1,0,1,m
Xiaolong Wang†,"[[6, 6, 8]]",1,0,1,m,0,0,1,1,m
Xin Xing,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Jun S. Liu,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Chaoqi Wang,"[[6, 6, 6]]",1,0,1,m,0,1,0,0,m
Roger Grosse,"[[6, 6, 6], [3, 8, 3], [3, 3, 3]]",1,2,3,m,0,0,1,0,m
Moonkyung Ryu,"[[6, 6]]",1,0,1,m,0,1,0,1,m
Craig Boutilier,"[[6, 6]]",1,0,1,m,0,0,1,0,m
Amartya Sanyal,"[[6, 8, 8], [6, 3, 6]]",1,1,2,m,1,1,0,0,m
Puneet K. Dokania,"[[6, 8, 8], [3, 6, 3, 8], [6, 6, 6]]",1,2,3,m,1,0,1,1,m
Tao Lin,"[[6, 6, 6], [6, 6, 6]]",2,0,2,m,1,1,0,0,m
Martin Jaggi,"[[6, 6, 6], [6, 6, 6], [3, 6, 6], [6, 6, 6], [3, 3], [3, 3, 8]]",4,2,6,m,1,0,1,0,m
Bowen Baker,"[[6, 8, 3]]",1,0,1,m,0,1,0,0,m
Igor Mordatch,"[[6, 8, 3], [3, 6, 6], [1, 6, 3]]",1,2,3,m,1,0,1,0,m
Han Zhao,"[[6, 6, 6], [3, 8, 3], [3, 6, 3]]",2,1,3,m,1,1,0,0,m
Geoffrey J. Gordon,"[[6, 6, 6], [3, 6, 3]]",1,1,2,m,0,0,1,0,m
Daniel Ruffinelli,"[[6, 6, 8]]",1,0,1,m,0,1,0,1,m
Rainer Gemulla,"[[6, 6, 8]]",1,0,1,m,0,0,1,1,m
Kiante Brantley,"[[8, 8, 6]]",1,0,1,m,0,1,0,1,u
Mikael Henaff,"[[8, 8, 6]]",1,0,1,u,0,0,1,0,u
Miguel Jaques,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Timothy Hospedales,"[[6, 6, 6], [6, 3, 3]]",1,1,2,m,1,0,1,0,m
Ignasi Clavera,"[[3, 8, 6], [8, 3], [1, 6, 6], [3, 1, 6]]",2,2,4,m,1,1,0,0,m
Pieter Abbeel,"[[3, 8, 6], [8, 3], [1, 1, 1], [3, 3, 3], [1, 8, 6], [1, 3, 3], [3, 3, 3], [3, 1, 1], [8, 3, 3], [1, 6, 3], [1, 6, 6], [3, 1, 3], [3, 1, 6], [3, 8, 1]]",2,12,14,m,1,0,1,0,m
Peter Sorrenson,"[[6, 6, 8]]",1,0,1,m,0,1,0,1,m
Ullrich Köthe,"[[6, 6, 8], [6, 6, 3, 8]]",1,1,2,m,0,0,1,0,m
Akash Srivastava,"[[6, 6, 6], [1, 1, 3]]",1,1,2,m,1,1,0,0,m
Jiachen Yang,"[[6, 6, 6], [8, 8, 3]]",2,0,2,m,0,1,0,0,m
Hongyuan Zha,"[[6, 6, 6], [8, 8, 3], [6, 6, 3], [3, 1, 3], [1, 1, 3], [6, 3, 3]]",3,3,6,m,1,0,1,0,m
Kyungsun Lim,"[[6, 8, 6]]",1,0,1,u,0,1,0,1,m
Chang-Su Kim,"[[6, 8, 6]]",1,0,1,m,1,0,1,1,m
Maria-Florina Balcan,"[[6, 6, 6], [3, 3]]",1,1,2,f,0,1,0,1,m
Manuel Lang,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Yuanming Hu,"[[6, 3, 6]]",1,0,1,m,1,1,0,1,m
Fredo Durand,"[[6, 3, 6]]",1,0,1,m,1,0,1,1,m
Kai Zhang,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Jie Zhang,"[[6, 6, 6], [1, 1, 3], [3, 3, 3]]",1,2,3,m,1,1,1,1,m
M Arbel,"[[8, 6, 6]]",1,0,1,m,0,1,0,1,m
G Montufar,"[[8, 6, 6]]",1,0,1,m,0,0,1,1,m
Zachary Teed,"[[8, 6, 6, 6]]",1,0,1,m,0,1,0,1,m
Jia Deng,"[[8, 6, 6, 6], [6, 3, 3], [6, 6, 3], [3, 3, 1], [3, 3, 3], [8, 3, 3]]",1,5,6,m,1,0,1,0,m
Stephanie C.Y. Chan,"[[8, 8, 6]]",1,0,1,f,0,1,0,1,m
Sergio Guadarrama,"[[8, 8, 6]]",1,0,1,m,0,0,1,0,m
Duc Tam Nguyen,"[[6, 8, 3]]",1,0,1,m,0,1,0,0,m
Thomas Brox,"[[6, 8, 3], [8, 8, 8], [3, 6, 3]]",2,1,3,m,1,0,1,0,m
Jinhua Zhu,"[[6, 6, 6]]",1,0,1,u,1,1,0,0,m
Tieyan Liu,"[[6, 6, 6]]",1,0,1,m,0,0,1,0,m
Gábor Melis,"[[6, 8, 8], [3, 3, 3]]",1,1,2,m,0,1,0,0,m
Phil Blunsom,"[[6, 8, 8], [3, 3, 6], [6, 6, 3], [3, 3, 3], [3, 3, 3]]",1,4,5,m,0,0,1,0,m
Matilde Gargiani,"[[3, 6, 8]]",1,0,1,f,1,1,0,1,m
Frank Hutter,"[[3, 6, 8], [8, 8, 8], [8, 8, 6], [1, 8, 8]]",4,0,4,m,1,0,1,0,m
Iordanis Kerenidis,"[[6, 8, 8, 6], [3, 3, 1]]",1,1,2,m,0,1,0,1,m
Anupam Prakash,"[[6, 8, 8, 6], [3, 3, 1]]",1,1,2,m,0,0,1,1,m
Anand Bhattad,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
D. A. Forsyth,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Eduard Gorbunov,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Peter Richtarik,"[[6, 6, 6]]",1,0,1,m,1,0,1,1,m
Divyansh Kaushik,"[[8, 8, 1, 6]]",1,0,1,m,1,1,0,1,m
Zachary Lipton,"[[8, 8, 1, 6]]",1,0,1,m,0,0,1,0,m
Eric Wong,"[[6, 6, 8], [3, 6, 1]]",1,1,2,m,1,1,0,1,m
J. Zico Kolter,"[[6, 6, 8], [3, 6, 6], [6, 3, 1], [3, 3, 3], [8, 3, 3]]",2,3,5,m,0,0,1,0,m
Junkyung Kim*,"[[8, 6, 8], [6, 8, 6]]",2,0,2,m,0,1,0,1,m
Thomas Serre,"[[8, 6, 8], [6, 8, 6]]",2,0,2,m,1,0,1,0,m
Sanghyun Hong,"[[6, 6, 3]]",1,0,1,m,1,1,0,0,m
Tudor Dumitraş,"[[6, 6, 3]]",1,0,1,m,0,0,1,1,m
Akhil Bagaria,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
George Konidaris,"[[6, 6, 6], [6, 6, 6], [1, 1, 1]]",2,1,3,m,1,0,1,0,m
Roy Mor,"[[8, 8, 8, 8]]",1,0,1,m,0,1,0,1,m
Amir Globerson,"[[8, 8, 8, 8], [1, 1, 3]]",1,1,2,m,1,0,1,0,m
Gábor Berend,"[[8, 8, 6], [8, 8, 6], [1, 3]]",2,1,3,m,0,1,1,1,m
Ki Hyun Kim,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Andre S. Yoon,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Róger Bermúdez-Chacón,"[[6, 3, 8]]",1,0,1,m,0,1,0,1,m
Pascal Fua,"[[6, 3, 8], [6, 3, 3]]",1,1,2,m,0,0,1,0,m
Johannes von Oswald,"[[6, 8, 6]]",1,0,1,m,0,1,0,1,m
Benjamin F. Grewe,"[[6, 8, 6]]",1,0,1,m,0,0,1,1,m
Yuanhao Wang,"[[6, 6, 8], [6, 6, 6, 6]]",2,0,2,m,0,1,0,1,m
Liwei Wang,"[[6, 6, 8], [6, 3, 8], [8, 3, 6], [6, 6, 6, 6], [3, 1, 3], [6, 6, 6], [3, 3, 3, 6, 1], [3, 3, 3], [3, 1, 6], [1, 3, 6], [1, 3, 3]]",4,7,11,m,1,0,1,0,m
Shiyu Huang,"[[8, 3]]",1,0,1,m,1,1,0,1,m
Ting Chen,"[[8, 3], [6, 6, 3], [3, 6, 3], [3, 6, 6]]",2,2,4,m,1,1,1,0,m
Zhiyuan Li,"[[8, 6, 8], [8, 6, 8], [6, 8, 8, 6], [3, 6, 6]]",3,1,4,m,1,1,0,0,f
Linwei Wang,"[[8, 6, 8]]",1,0,1,f,0,0,1,1,f
Ruishan Liu,"[[3, 6, 8], [3, 3, 3]]",1,1,2,f,0,1,0,0,m
James Zou,"[[3, 6, 8]]",1,0,1,m,1,0,1,0,m
Hanshu YAN,"[[6, 8, 6]]",1,0,1,m,0,1,0,1,m
Jiashi FENG,"[[6, 8, 6]]",1,0,1,m,0,0,1,1,m
Alexander Meinke,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Yuu Jinnai,"[[6, 6, 6], [6, 6, 3]]",1,1,2,m,0,1,0,1,m
Stefan Uhlich,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Akira Nakamura,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Vaggos Chatziafratis,"[[8, 8]]",1,0,1,m,0,1,0,1,m
Xiao Wang,"[[8, 8], [6, 8, 6], [6, 8, 8], [3, 6, 8], [8, 3, 3], [1, 3, 3], [1, 1, 1], [1, 1, 1]]",3,5,8,m,1,0,1,1,m
William Qi,"[[6, 6, 6]]",1,0,1,m,0,1,0,1,m
Deva Ramanan,"[[6, 6, 6], [6, 6, 6], [8, 8, 8], [3, 3, 6]]",3,1,4,m,1,0,1,0,m
Zuchao Li,"[[8, 8, 8]]",1,0,1,m,1,1,0,1,m
Abdullah Al-Dujaili,"[[6, 6, 8], [3, 6, 6]]",1,1,2,m,0,1,0,1,f
Una-May O'Reilly,"[[6, 6, 8]]",1,0,1,f,1,0,1,1,f
Timothy Tadros,"[[8, 6]]",1,0,1,m,0,1,0,1,m
Maxim Bazhenov,"[[8, 6]]",1,0,1,m,0,0,1,1,m
Alessio Quaglino,"[[8, 6, 6]]",1,0,1,m,1,1,0,1,m
Jan Koutník,"[[8, 6, 6]]",1,0,1,m,0,0,1,1,m
Hongyu Ren*,"[[8, 6, 6]]",1,0,1,m,0,1,0,1,m
Jure Leskovec,"[[8, 6, 6], [6, 6, 6], [3, 6, 6], [3, 6, 1], [8, 3, 3]]",2,3,5,m,1,0,1,0,m
Kien Do,"[[6, 6, 6]]",1,0,1,m,0,1,0,0,m
Truyen Tran,"[[6, 6, 6]]",1,0,1,m,0,0,1,0,m
Binghong Chen,"[[8, 6, 8], [8, 8, 6]]",2,0,2,m,1,1,0,1,m
Le Song,"[[8, 6, 8], [6, 8], [8, 8, 6], [3, 3, 1], [8, 6, 8, 8], [6, 8, 3], [6, 3, 3, 3]]",6,1,7,m,1,0,1,0,m
Pierre Stock,"[[6, 8, 6, 8]]",1,0,1,m,1,1,0,0,m
Hervé Jégou,"[[6, 8, 6, 8], [3, 3, 3]]",1,1,2,m,0,0,1,0,m
Tameem Adel,"[[3, 8, 3]]",1,0,1,m,1,1,0,0,f
Maha Elbayad,"[[6, 3, 6], [3, 3, 6]]",1,1,2,f,0,1,0,1,m
Michael Auli,"[[6, 3, 6], [8, 8, 6, 8]]",2,0,2,m,1,0,1,0,m
Chuanbiao Song,"[[6, 3, 8]]",1,0,1,m,1,1,0,0,m
Tianshu Yu,"[[3, 6, 6], [3, 8, 6]]",2,0,2,m,1,1,0,1,m
Baoxin Li,"[[3, 6, 6], [3, 8, 6], [3, 3, 3], [1, 3, 1, 3]]",2,2,4,m,1,0,1,1,m
Yang You,"[[3, 8, 6]]",1,0,1,m,1,1,0,0,m
Tengyu Xu,"[[3, 8, 8, 6, 6]]",1,0,1,m,1,1,0,0,f
Yingbin Liang,"[[3, 8, 8, 6, 6], [3, 3, 1]]",1,1,2,f,1,0,1,0,f
Sunny Duan,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Leshem Choshen,"[[6, 3, 8], [3, 3, 1]]",1,1,2,m,1,1,0,0,m
Omri Abend,"[[6, 3, 8]]",1,0,1,m,1,0,1,1,m
Brais Martinez,"[[6, 6, 6, 6]]",1,0,1,m,1,1,0,1,m
Georgios Tzimiropoulos,"[[6, 6, 6, 6], [6, 6, 6]]",1,1,2,m,1,0,1,0,m
Ondrej Skopek,"[[8, 8, 6]]",1,0,1,m,0,1,0,1,m
Gary Bécigneul,"[[8, 8, 6], [1, 8, 6]]",1,1,2,m,1,0,1,0,m
Shao-Hua Sun,"[[6, 8, 8]]",1,0,1,m,1,1,0,0,m
Junxian He,"[[8, 6, 6], [6, 6, 8]]",2,0,2,m,1,1,0,0,f
Sifan Liu,"[[6, 8]]",1,0,1,f,0,1,0,1,m
Edgar Dobriban,"[[6, 8]]",1,0,1,m,0,0,1,1,m
John Zarka,"[[8, 6, 8]]",1,0,1,m,1,1,0,1,f
Stephane Mallat,"[[8, 6, 8]]",1,0,1,f,0,0,1,1,f
Chen Zhu,"[[8, 8], [8, 8, 1], [6, 3, 3], [3, 3, 1]]",2,2,4,m,1,1,0,1,f
Jingjing Liu,"[[8, 8], [3, 3, 6], [6, 6, 6], [3, 3, 3], [1, 6, 3]]",1,4,5,f,1,0,1,1,f
Anirudh Goyal,"[[8, 6, 6], [8, 8, 3], [6, 8, 6], [6, 6], [6, 8, 3], [6, 6, 6], [3, 6, 6]]",4,3,7,m,1,1,0,0,m
Yoshua Bengio,"[[8, 6, 6], [8, 8, 3], [6, 8, 6], [6, 6], [6, 8, 6], [3, 3, 8], [3, 3], [6, 6, 3], [8, 3, 1], [6, 6, 3], [3, 3, 1], [8, 1, 3], [6, 8, 3], [6, 6, 6], [3, 3, 3], [3, 6, 6], [1, 3, 3, 3], [3, 3, 3], [3, 3, 3], [3, 3, 6]]",5,15,20,m,1,1,1,0,m
Taylan Cemgil,"[[6, 3, 8]]",1,0,1,m,0,1,0,1,m
Pushmeet Kohli,"[[6, 3, 8], [6, 6, 8], [6, 8, 6], [6, 6, 6], [6, 6, 3], [8, 6, 6, 3], [3, 6, 8, 1], [1, 6, 8], [3, 3, 3]]",6,3,9,m,1,0,1,0,m
William W. Cohen,"[[6, 6, 6], [8, 8, 8]]",2,0,2,m,1,1,1,0,m
Matthew Siegler,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Yueming Lyu,"[[6, 6, 6]]",1,0,1,m,1,1,0,0,m
Ivor W. Tsang,"[[6, 6, 6], [1, 1, 1]]",1,1,2,m,0,0,1,0,m
Thorben Funke,"[[8, 6, 6]]",1,0,1,m,1,1,0,1,m
Nino Antulov-Fantulin,"[[8, 6, 6]]",1,0,1,m,0,0,1,1,m
Manoj Kumar,"[[6, 6, 6]]",1,0,1,m,1,1,0,1,m
Durk Kingma,"[[6, 6, 6]]",1,0,1,m,0,0,1,1,m
Wangchunshu Zhou,"[[8, 3, 8], [3, 3, 3]]",1,1,2,m,1,1,0,1,m
